199.96248,-1243.9998
196.35913,-1243.3124
193.13008,-1243.3364
190.39249,-1244.3085
187.40483,-1244.807
183.44075,-1243.4098
177.08382,-1237.3136
173.87157,-1237.3408
167.24649,-1230.6147
162.77655,-1228.1027
159.59203,-1228.134
157.55713,-1230.4756
153.56847,-1228.8907
151.0673,-1230.3097
149.129,-1232.891
146.27753,-1233.6217
144.66505,-1236.9155
142.03006,-1238.1185
138.16116,-1236.7542
141.36507,-1250.2192
137.80138,-1249.5411
135.029,-1250.5294
136.18857,-1259.9152
133.73553,-1261.6442
127.70378,-1255.663
124.040085,-1254.7468
120.60481,-1254.3124
117.82958,-1255.3145
114.29407,-1254.6438
110.658485,-1253.7374
108.53121,-1256.1779
105.75681,-1257.1876
99.17441,-1249.6158
95.578766,-1248.7255
92.30249,-1248.5472
87.59188,-1245.0721
84.02761,-1244.1951
80.67378,-1243.7899
77.224976,-1243.1527
74.08219,-1243.2198
69.45754,-1239.7878
70.68221,-1250.1809
60.67864,-1233.9099
52.336746,-1221.4327
49.44971,-1221.9635
46.09722,-1221.3657
40.358253,-1214.9321
37.855,-1216.3588
33.717884,-1213.763
30.317205,-1212.9594
27.101946,-1212.6036
24.245424,-1213.1396
21.389368,-1213.6776
18.533688,-1214.2172
15.330359,-1213.8674
12.131832,-1213.5198
9.109656,-1213.6189
6.175248,-1213.9421
3.1574833,-1214.0447
1.578188,-1217.9418
-2.1162834,-1216.2596
-4.5469627,-1217.9308
-6.814685,-1220.0558
-10.164498,-1219.2697
-12.685457,-1220.7274
-15.618664,-1221.066
-18.712965,-1220.9575
-20.671757,-1223.9993
-23.364073,-1225.021
-22.58236,-1235.8408
-19.219425,-1254.121
-21.138132,-1257.5577
-27.25491,-1248.9624
-30.881113,-1247.4532
-34.175884,-1246.8827
-38.177658,-1244.2219
-41.29785,-1244.1234
-44.18074,-1244.7236
-47.063526,-1245.3262
-50.17707,-1245.2336
-53.134583,-1245.6079
-56.242672,-1245.5195
-59.422688,-1245.201
-61.776318,-1247.442
-65.1027,-1246.6614
-68.12776,-1246.8136
-70.27171,-1249.7651
-73.08077,-1250.6228
-76.180626,-1250.5479
-78.63039,-1252.5817
-81.58648,-1252.9794
-88.12681,-1241.5232
-92.0199,-1238.703
-95.960785,-1235.6704
-101.3489,-1227.6808
-103.38037,-1231.0154
-106.277756,-1231.4172
-109.89119,-1229.334
-113.42574,-1227.4855
-112.833405,-1240.1633
-115.61633,-1241.0367
-119.16784,-1239.1593
-122.64318,-1237.5189
-125.106255,-1239.5394
-130.42036,-1231.088
-134.39662,-1227.4528
-137.09145,-1228.5487
-140.621,-1226.5016
-143.60863,-1226.4783
-146.59387,-1226.4573
-149.51898,-1226.6626
-152.49998,-1226.646
-155.47867,-1226.6316
-158.3989,-1226.8435
-161.37349,-1226.8335
-164.29074,-1227.0499
-167.20679,-1227.2686
-169.74268,-1229.06
-172.12195,-1231.534
-175.2032,-1231.084
-180.63608,-1220.5889
-184.6571,-1215.9619
-186.87965,-1219.0576
-190.36887,-1216.6449
-193.39749,-1216.22
-196.27496,-1216.4573
-198.32347,-1220.4464
-201.20744,-1220.6891
-202.16234,-1229.8488
-202.73837,-1240.965
-206.77145,-1235.9877
-208.2525,-1243.0764
-211.60616,-1241.2776
-215.08846,-1238.8044
-218.27975,-1237.7045
-221.09988,-1238.4243
-224.5058,-1236.1976
-227.45543,-1236.2413
-231.53758,-1230.4298
-235.58081,-1224.6749
-238.4988,-1224.7269
-241.37372,-1225.0039
-244.69824,-1222.8423
-247.68762,-1222.4592
-250.55406,-1222.7428
-253.38074,-1223.2505
-256.13025,-1224.2046
-258.76688,-1225.8292
-261.5987,-1226.3466
-264.39362,-1227.0895
-267.15317,-1228.0588
-270.0616,-1228.139
-273.22064,-1226.6621
-276.123,-1226.7477
-279.54636,-1223.5062
-283.1542,-1218.9646
-286.20178,-1217.96
-288.84833,-1219.5934
-291.5003,-1221.2335
-294.3822,-1221.3348
-294.41232,-1241.3746
-297.2101,-1242.3932
-302.53268,-1225.1931
-306.3786,-1218.248
-309.21844,-1218.5819
-308.97345,-1242.3966
-312.57,-1237.3004
-315.0778,-1240.596
-321.20654,-1214.9114
-324.46133,-1211.7773
-327.46555,-1210.6075
-330.56448,-1208.5792
-333.404,-1208.7146
-336.2674,-1208.6368
-339.32004,-1206.8391
-342.01334,-1208.274
-344.9635,-1207.3433
-347.81903,-1207.2767
-350.67328,-1207.2129
-353.48358,-1207.5822
-356.29465,-1207.9542
-359.14737,-1207.8986
-362.0587,-1207.2002
-364.86896,-1207.5802
-367.68008,-1207.9631
-370.52908,-1207.9183
-373.39505,-1207.6611
-376.13675,-1208.9136
-378.96832,-1209.0924
-381.81653,-1209.0582
-384.64783,-1209.2424
-387.47928,-1209.4293
-390.3109,-1209.6189
-393.12814,-1210.0272
-395.9748,-1210.0065
-398.82074,-1209.9884
-401.66605,-1209.973
-404.38394,-1212.1217
-405.49207,-1242.9338
-409.28625,-1226.7749
-412.57346,-1276.4761
-415.395,-1280.0714
-420.83694,-1226.1056
-423.56204,-1229.6606
-426.7709,-1221.7103
-429.75543,-1218.6531
-432.6071,-1218.8857
-435.27365,-1224.615
-438.12524,-1225.2969
-441.00552,-1225.0984
-443.8069,-1227.7795
-446.67493,-1228.2516
-449.5549,-1228.2826
-452.3673,-1231.6548
-455.25482,-1231.6918
-458.1143,-1233.5195
-460.9999,-1234.0103
-463.88763,-1234.5044
-466.76358,-1236.5739
-469.6577,-1237.301
-472.5551,-1238.0319
-475.4502,-1241.4802
-478.36017,-1241.5416
-481.28,-1245.4712
-484.21878,-1249.6576
-487.1654,-1252.2593
-490.02417,-1244.0894
-492.96722,-1246.4463
-495.89285,-1246.755
-498.78723,-1245.0125
-501.7114,-1245.3267
-504.61395,-1244.5043
-507.5441,-1245.0521
-510.47134,-1245.3755
-513.4686,-1248.2169
-516.4187,-1249.0066
-519.3654,-1249.5709
-522.3152,-1250.1387
-525.2514,-1250.2504
-528.1886,-1250.3652
-531.1736,-1251.6338
-534.086,-1251.0646
-536.93445,-1249.1206
-539.87256,-1249.2477
-542.8347,-1249.8373
-545.81213,-1250.6605
-548.7194,-1250.1075
-551.39307,-1245.4377
-554.24774,-1244.2117
-557.4032,-1248.0115
-560.1153,-1244.5037
-563.0513,-1244.6544
-565.74243,-1241.1703
-568.59357,-1240.1931
-571.5229,-1240.3514
-574.2683,-1238.0259
-577.247,-1238.8671
-580.2663,-1240.1652
-582.8692,-1236.271
-585.8709,-1237.3441
-588.762,-1237.0682
-591.51355,-1235.2198
-594.4004,-1234.9504
-597.0576,-1232.2179
-599.9809,-1232.4027
-602.9716,-1233.2623
-605.65436,-1230.9912
-608.6705,-1232.0785
-611.5993,-1232.2745
-614.3153,-1230.461
-617.049,-1228.8778
-619.9504,-1228.8583
-622.80225,-1228.3962
-625.70483,-1228.3822
-628.89825,-1230.8245
-632.5109,-1236.6533
-636.10175,-1242.0845
-639.3815,-1244.8182
-642.32764,-1244.8198
-645.3934,-1245.7388
-648.3745,-1245.975
-651.41943,-1246.6725
-654.46906,-1247.3739
-657.4601,-1247.6198
-660.48596,-1248.0984
-662.82947,-1243.7698
-666.14996,-1246.3103
-668.3406,-1241.0884
-670.34644,-1234.7836
-673.62933,-1237.0713
-674.987,-1226.7938
-678.68097,-1231.7424
-681.4417,-1230.6624
-682.84076,-1221.1515
-686.1191,-1223.404
-684.34344,-1195.0986
-686.6711,-1191.9747
-689.56134,-1192.2296
-691.72876,-1188.2853
-695.0922,-1191.2723
-697.20636,-1187.1284
-698.4537,-1178.2545
-701.50995,-1179.5455
-703.89044,-1177.1267
-706.5311,-1176.1556
-709.6739,-1177.8615
-712.0797,-1175.6602
-714.95435,-1175.9296
-717.7519,-1175.7905
-720.3071,-1174.422
-723.1046,-1174.2877
-725.6548,-1172.9266
-728.36865,-1172.388
-731.3363,-1173.0791
-733.1989,-1168.467
-736.33636,-1169.9724
-739.35284,-1170.872
-741.49506,-1167.7006
-744.29205,-1167.5851
-721.6259,-1052.253
-723.3802,-1048.6619
-726.3918,-1050.7065
-727.0828,-1042.5305
-729.6348,-1042.5892
-731.7329,-1040.6902
-733.9782,-1039.4489
-736.41296,-1039.0234
-738.65295,-1037.7882
-741.282,-1038.1777
-743.99426,-1038.8944
-746.3109,-1037.9877
-748.9488,-1038.3821
-751.50885,-1038.4532
-753.9474,-1038.0382
-756.6356,-1038.6
-759.11835,-1038.3501
-761.6443,-1038.2643
-764.2145,-1038.3425
-766.52814,-1037.4467
-769.2313,-1038.0151
-771.98334,-1038.7489
-774.5635,-1038.8329
-777.05646,-1038.5924
-779.36993,-1037.7019
-781.9542,-1037.7896
-784.6789,-1038.3674
-787.5478,-1039.4374
-790.19025,-1039.6932
-793.3094,-1041.589
-836.31616,-1180.4495
-839.0225,-1179.7719
-843.7733,-1186.0092
-847.37396,-1188.2837
-849.7823,-1186.5488
-846.0435,-1164.5441
-848.84576,-1164.2961
-850.7756,-1161.2096
-851.95044,-1155.7272
-854.99,-1156.2896
-856.0838,-1150.6534
-858.92865,-1150.6167
-861.1415,-1148.5945
-862.39746,-1143.6207
-865.55273,-1144.573
-868.52246,-1144.9364
-870.5898,-1142.5437
-873.8872,-1143.8934
-877.063,-1144.8533
-880.0473,-1145.2235
-883.03595,-1145.5956
-889.77075,-1156.9553
-892.659,-1156.9371
-896.6667,-1160.1555
-904.56134,-1174.5046
-908.00916,-1175.95
-910.7334,-1175.3171
-914.49207,-1177.6029
-917.3705,-1177.3885
-919.6502,-1175.5071
-923.131,-1176.9635
-927.46356,-1180.7328
-933.07104,-1187.923
-936.7698,-1189.8446
-938.57996,-1186.6558
-941.81055,-1187.2991
-944.7265,-1187.0934
-945.7966,-1182.0156
-949.1066,-1182.8679
-951.8557,-1182.2424
-953.6275,-1179.0902
-957.02545,-1180.1522
-960.8463,-1182.2745
-964.4336,-1183.7701
-968.2021,-1185.6974
-974.5553,-1194.0736
-977.8596,-1194.7423
-981.0839,-1195.1971
-986.6122,-1201.3103
-988.88354,-1199.3727
-988.04346,-1189.8807
-990.65283,-1188.8334
-993.79663,-1189.0743
-993.2915,-1180.5782
-996.24554,-1180.3934
-998.7565,-1179.1533
-1000.1042,-1175.182
-1003.3274,-1175.6322
-1004.5756,-1171.4756
-1006.987,-1170.0481
-1010.3007,-1170.7062
-1011.16895,-1165.755
-1014.4787,-1166.41
-1017.3365,-1166.0308
-1018.8186,-1162.5554
-1021.76086,-1162.3849
-1023.4115,-1159.3385
-1026.0691,-1158.554
-1029.5608,-1159.6141
-1031.9344,-1158.2147
-1034.3955,-1157.0222
