x,y
-829.6138,-1193.7865
-832.2914,-1193.1841
-834.5553,-1194.1506
-837.1394,-1193.8982
-839.90106,-1192.95
-842.4358,-1192.8739
-844.9256,-1192.9728
-847.8951,-1191.16
-851.37024,-1187.2805
-853.8902,-1187.2083
-856.788,-1185.587
-859.3032,-1185.5164
-861.8179,-1185.4467
-863.594,-1188.4814
-866.155,-1188.2405
-868.51306,-1188.865
-870.0695,-1192.9667
-872.8781,-1191.6823
-874.1748,-1197.0347
-876.23804,-1199.0814
-878.93695,-1198.3136
-878.53314,-1211.6041
-881.4948,-1209.7444
-883.32025,-1213.1053
-884.1405,-1221.2306
-887.00195,-1219.8909
-887.42267,-1230.1594
-889.3734,-1233.274
-892.0663,-1232.8445
-894.3387,-1234.4746
-897.1457,-1233.4843
-901.16943,-1226.3606
-906.32684,-1213.3201
-909.6719,-1209.3014
-912.4779,-1207.9938
-915.2096,-1207.0475
-917.80237,-1206.8192
-920.0941,-1208.205
-922.78723,-1207.4406
-925.151,-1208.4711
-927.35706,-1210.4054
-930.27325,-1208.3827
-932.26587,-1211.5828
-934.73926,-1212.084
-937.39984,-1211.5018
-937.9652,-1223.3276
-940.5568,-1223.2911
-943.3297,-1222.1508
-945.31946,-1225.8099
-948.09326,-1224.6672
-949.5719,-1231.705
-951.8891,-1233.5503
-954.7602,-1231.835
-955.136,-1246.5941
-957.83374,-1246.1862
-960.5015,-1245.9717
-962.19476,-1252.5057
-964.9582,-1251.7112
-967.88007,-1249.7596
-970.34094,-1251.0955
-973.20044,-1249.5339
-976.6155,-1243.7563
-979.32465,-1243.1694
-981.9574,-1243.1573
-984.83203,-1241.2388
-987.6503,-1239.707
-990.2291,-1240.0787
-992.6493,-1241.786
-995.41437,-1240.6372
-997.9758,-1241.2047
-1000.73474,-1240.0594
-1003.23395,-1241.201
-1005.6126,-1243.4941
-1008.41077,-1241.9667
-1010.7606,-1244.65
-1013.3582,-1245.0394
-1016.03485,-1244.6625
-1018.46387,-1246.7863
-1021.25415,-1245.2574
-1023.87494,-1245.4615
-1026.2128,-1248.7533
-1028.8422,-1248.9625
-1031.0975,-1253.4475
-1033.5874,-1255.4208
-1036.2653,-1255.2474
-1038.5432,-1259.9856
-1041.1056,-1261.3948
-1044.0083,-1258.4651
-1047.4071,-1248.7335
-1050.0414,-1248.9568
-1052.4028,-1253.072
-1055.1008,-1252.5209
-1057.8225,-1251.5823
-1060.4282,-1252.3993
-1063.134,-1251.6589
-1065.8369,-1250.9209
-1068.5479,-1249.9908
-1071.223,-1249.6464
-1073.9073,-1249.1094
-1076.6093,-1248.1866
-1079.2888,-1247.6542
-1081.9395,-1247.705
-1084.5396,-1248.9221
-1087.2755,-1247.0367
-1089.9728,-1245.9314
-1092.6295,-1245.7955
-1095.3135,-1244.8884
-1097.776,-1250.5786
-1100.6472,-1243.8538
-1103.3612,-1241.607
-1106.01,-1241.4801
-1108.6543,-1241.5472
-1111.3164,-1240.8473
-1113.9573,-1241.1101
-1116.5966,-1241.5673
-1119.2446,-1241.6418
-1121.9115,-1240.3718
-1124.5797,-1238.5309
-1127.2173,-1239.377
-1129.8508,-1241.5734
-1132.4949,-1243.7809
-1135.1569,-1242.3217
-1137.8136,-1241.6381
-1140.4675,-1240.764
-1143.1267,-1241.6262
-1145.7919,-1242.6854
-1148.4557,-1242.9746
-1151.1195,-1243.0725
-1153.8427,-1247.4464
-1156.5033,-1246.5757
-1159.2701,-1251.7677
-1161.9702,-1252.4673
-1164.6436,-1251.7924
-1167.485,-1258.0336
-1170.1483,-1256.5643
-1172.8523,-1256.6844
-1175.5764,-1257.4022
-1178.2649,-1256.931
-1180.7834,-1251.7189
-1183.4299,-1250.4679
-1186.08,-1249.417
-1188.6437,-1246.4133
-1191.2914,-1245.5669
-1193.8728,-1243.361
-1196.4935,-1242.1334
-1199.2294,-1243.2389
-1201.8157,-1241.4327
-1204.525,-1241.9587
-1207.2831,-1243.2656
-1210.3073,-1248.8867
-1212.8944,-1247.0713
-1214.974,-1237.4938
-1217.0347,-1228.2539
-1219.7026,-1228.397
-1221.9684,-1222.8622
-1224.283,-1218.312
-1227.0614,-1220.1423
-1229.5138,-1217.666
-1232.1968,-1218.1875
-1234.7141,-1216.6542
-1237.2894,-1215.8715
-1239.944,-1216.0238
-1242.7507,-1217.8613
-1245.294,-1216.7085
-1247.8688,-1215.9326
-1250.7646,-1218.5277
-1253.3064,-1217.3787
-1255.9199,-1216.9818
-1258.8224,-1219.4022
-1261.5408,-1219.9496
-1264.304,-1220.8772
-1266.9288,-1220.4867
-1269.8702,-1222.9343
-1272.5015,-1222.5469
-1275.1328,-1222.1617
-1277.8317,-1222.3468
-1281.4551,-1230.1698
-1284.4855,-1232.8694
-1286.8063,-1229.7926
-1289.4346,-1229.2229
-1291.7144,-1225.9749
-1293.5576,-1219.5222
-1295.9374,-1217.2667
-1298.2584,-1214.6451
-1300.6489,-1212.5961
-1303.6409,-1214.8579
-1305.7045,-1210.5688
-1308.0524,-1208.3506
-1310.2836,-1205.4009
-1312.5608,-1202.8341
-1315.0823,-1201.9325
-1317.5736,-1200.8499
-1319.9469,-1199.037
-1322.6654,-1199.4271
-1324.9136,-1196.8895
-1327.3334,-1195.4559
-1330.083,-1196.031
-1332.5604,-1194.9664
-1335.1602,-1194.6333
-1337.7607,-1194.3021
-1340.4583,-1194.5195
-1343.1266,-1194.5566
-1345.8635,-1194.9609
-1348.4047,-1194.272
-1351.4861,-1196.5099
-1354.479,-1198.2084
-1357.1343,-1198.0731
-1359.5094,-1196.4703
-1361.738,-1194.1406
-1364.3186,-1193.645
-1365.635,-1186.7942
-1367.1891,-1181.272
-1369.0917,-1177.5764
-1370.1132,-1169.6759
-1372.6099,-1169.0238
-1374.554,-1165.7512
-1374.329,-1152.3538
-1376.9382,-1152.3999
-1383.4722,-1170.4712
-1383.9801,-1160.7485
-1386.5414,-1160.458
-1390.276,-1165.3876
-1392.892,-1165.2745
-1395.07,-1163.2434
-1398.0497,-1164.7042
-1400.9584,-1165.8214
-1403.0898,-1163.6163
-1405.4647,-1162.4647
-1408.2156,-1162.8845
-1412.8558,-1171.048
-1416.4247,-1174.6836
-1419.0432,-1174.4103
-1423.1913,-1180.2351
-1425.2363,-1177.6263
-1427.8236,-1177.1786
-1431.8058,-1182.1405
-1437.6464,-1194.142
-1438.5873,-1187.2552
-1441.1084,-1186.4452
-1439.8688,-1171.5704
-1442.8395,-1172.5602
-1446.5023,-1176.0651
-1445.7858,-1163.5425
-1445.8022,-1153.8707
-1448.4528,-1153.791
-1450.2802,-1150.7786
-1452.9293,-1150.701
-1455.4827,-1150.2806
-1457.294,-1147.286
-1459.9938,-1147.3833
-1462.9495,-1148.341
-1465.8632,-1149.1306
-1468.8363,-1150.0964
-1471.8185,-1151.0664
-1475.9705,-1155.8671
-1478.9296,-1156.6797
-1485.39,-1168.8232
-1487.2349,-1165.9165
-1490.9144,-1168.8995
-1495.2454,-1173.8873
-1497.4272,-1172.038
-1504.9302,-1186.788
-1512.2745,-1200.8091
-1510.7712,-1187.4609
-1513.5785,-1187.4298
-1516.5125,-1187.772
-1519.5764,-1188.4886
-1522.2108,-1187.9052
-1524.156,-1185.2822
-1526.41,-1183.5935
-1529.1042,-1183.2017
-1533.4677,-1187.6357
-1538.1981,-1193.0514
-1540.8585,-1192.4751
-1543.3213,-1191.3368
-1546.1167,-1191.14
-1549.2518,-1191.8851
-1552.4636,-1192.8226
-1554.5223,-1190.5593
-1558.7094,-1194.1425
-1563.6304,-1199.6627
-1567.3215,-1201.7776
-1570.9597,-1203.7117
-1574.6151,-1205.656
-1577.775,-1206.2527
-1581.6826,-1208.7971
-1585.0889,-1209.9886
-1587.2281,-1207.8663
-1588.9875,-1204.7814
-1592.0245,-1204.9991
-1594.5343,-1203.8616
-1597.1964,-1203.1135
-1600.4762,-1203.917
-1603.9993,-1205.3076
-1606.5946,-1204.3683
-1610.0579,-1205.5706
-1613.3743,-1206.3878
-1616.139,-1205.8412
-1619.7943,-1207.4463
-1622.4869,-1206.7063
-1625.0989,-1205.7726
-1629.7754,-1209.7449
-1631.899,-1207.631
-1635.9453,-1210.0448
-1639.6748,-1211.6809
-1642.5652,-1211.3418
-1647.7026,-1216.1759
-1650.962,-1216.6399
-1653.7019,-1215.9055
-1655.9143,-1213.9752
-1659.5409,-1215.2413
-1661.1282,-1211.9191
-1662.3542,-1207.8214
-1665.0885,-1207.0986
-1667.8242,-1206.3772
-1670.7417,-1206.0524
-1673.8442,-1206.124
-1677.0438,-1206.3953
-1680.2502,-1206.6686
-1683.4635,-1206.944
-1687.1511,-1208.2151
-1690.2872,-1208.2968
-1693.8085,-1209.1775
-1696.9586,-1209.2632
-1700.0188,-1209.151
-1703.7607,-1210.4406
-1706.8345,-1210.3319
-1710.011,-1210.4253
-1713.3911,-1210.9219
-1715.8867,-1209.6138
-1719.7775,-1211.1179
-1723.4833,-1212.2261
-1726.4926,-1211.9258
-1728.286,-1209.211
-1731.9092,-1210.1199
-1734.619,-1209.2196
-1735.1721,-1204.1156
-1738.9047,-1205.2197
-1739.0326,-1199.3513
-1741.0089,-1197.0802
-1744.1187,-1196.9861
-1747.0255,-1196.4983
-1750.4587,-1197.0001
-1754.0066,-1197.7029
-1758.5227,-1200.1993
-1761.2411,-1199.3173
-1768.2899,-1206.4486
-1777.441,-1217.3704
-1778.7534,-1213.8112
-1777.8367,-1206.2158
-1778.366,-1201.3102
-1784.6768,-1206.8772
-1787.094,-1205.3889
-1790.1881,-1205.1157
-1784.9757,-1190.0701
-1788.2582,-1190.1904
-1791.5471,-1190.3126
-1786.0499,-1175.035
-1789.08,-1174.7615
-1790.4543,-1171.6102
-1786.7867,-1159.7788
-1790.114,-1160.0681
-1787.1301,-1149.559
-1787.6239,-1145.0581
-1791.1357,-1145.7003
-1785.3011,-1130.5836
-1788.9856,-1131.5598
-1789.6849,-1127.537
-1787.1,-1118.0886
-1789.6989,-1117.288
-1785.1597,-1104.7402
-1787.8385,-1104.1211
-1790.5201,-1103.5028
-1785.9261,-1091.072
-1788.5833,-1090.4604
-1789.1764,-1086.5253
-1786.1908,-1076.8867
-1789.6427,-1077.586
-1785.8721,-1066.8119
-1787.277,-1064.2994
-1790.703,-1064.9767
-1785.1716,-1051.6257
-1788.0619,-1051.501
-1790.0554,-1049.9781
-1786.5723,-1040.0122
-1789.1449,-1039.4268
-1786.2891,-1030.543
-1786.8826,-1026.9792
-1789.8234,-1026.9943
-1785.2493,-1015.6758
-1788.1602,-1015.6827
-1788.8394,-1012.34973
-1786.3387,-1004.31055
-1789.0302,-1004.0249
-1786.0721,-995.404
-1787.2195,-992.88135
-1790.2653,-993.15247
-1785.542,-982.099
-1787.9897,-981.5379
-1788.3679,-977.98706
-1785.9517,-970.4393
-1788.8365,-970.5504
208.57704,-1260.3442
205.68292,-1261.0934
201.26155,-1258.9232
205.75374,-1273.9175
198.23735,-1265.7905
197.34174,-1270.4813
198.08809,-1278.442
195.64674,-1280.2059
190.80084,-1277.2236
187.22655,-1276.7412
183.78052,-1276.5088
178.98149,-1273.5498
175.42706,-1273.0743
173.33789,-1275.5703
171.36311,-1278.324
166.958,-1276.108
167.99933,-1285.1193
166.24551,-1288.4153
162.54727,-1287.6797
155.3976,-1279.6837
150.91461,-1277.2252
144.01822,-1269.6113
136.98135,-1261.6073
133.96117,-1262.1284
131.16704,-1263.136
128.14856,-1263.6609
124.68681,-1263.2175
122.11585,-1264.7162
118.00188,-1262.8215
115.97881,-1265.5356
114.38873,-1269.2377
111.91758,-1270.9984
111.191895,-1276.7039
108.38168,-1277.7428
105.027565,-1277.5479
103.300705,-1281.0702
99.73043,-1280.3806
96.06061,-1279.4464
91.55156,-1276.541
89.38046,-1279.0712
82.70833,-1271.0228
77.8587,-1267.1927
74.56395,-1267.0182
74.12152,-1273.6711
72.243706,-1276.9344
63.905895,-1264.5706
57.386425,-1256.4866
53.555035,-1254.898
53.31566,-1262.1514
50.155243,-1262.2322
47.093754,-1262.5552
45.955463,-1267.708
42.885853,-1268.0356
39.627052,-1267.8804
36.656204,-1268.4539
33.5915,-1268.787
26.995676,-1259.9718
21.671696,-1254.3545
18.10448,-1253.2688
16.251429,-1256.6882
13.135389,-1256.7897
10.82335,-1259.0354
9.9329405,-1265.1284
6.6272283,-1264.7537
4.652291,-1267.9945
2.3166142,-1270.2817
-1.7787087,-1267.7335
-5.248703,-1266.8832
-8.538991,-1266.5176
-12.591354,-1263.993
-16.877073,-1260.7655
-19.554102,-1262.0819
-22.400076,-1262.9237
-25.65987,-1262.5723
-29.813967,-1259.6016
-26.320303,-1279.0415
-29.5287,-1278.9288
-34.044025,-1274.9143
-36.910995,-1275.7812
-39.5368,-1277.383
-44.006596,-1273.3877
-47.816216,-1271.3518
-50.045185,-1274.1619
-53.841667,-1272.1289
-57.31549,-1271.0703
-60.398907,-1271.2227
-63.556126,-1271.1356
-66.7101,-1271.051
-69.860886,-1270.9688
-73.008545,-1270.8888
-76.07961,-1271.0522
-79.14877,-1271.218
-82.07134,-1271.8685
-84.92231,-1272.7631
-87.41735,-1274.8712
-90.628204,-1274.5619
-92.06984,-1280.3317
-94.72452,-1281.9783
-98.57112,-1279.4739
-101.296104,-1280.8783
-104.29922,-1281.3096
-108.25309,-1278.3304
-113.18685,-1271.7479
-115.90075,-1273.1462
-120.12137,-1269.0154
-123.54157,-1267.7773
-126.761406,-1267.2607
-129.913,-1266.9858
-133.12318,-1266.4751
-136.14244,-1266.6824
-139.03719,-1267.3694
-141.81041,-1268.537
-144.4043,-1270.4275
-147.7247,-1269.4473
-150.08537,-1272.3048
-153.75513,-1269.889
-156.47612,-1271.3116
-158.44434,-1275.8706
-158.4333,-1288.7776
-161.65872,-1288.2747
-164.41725,-1289.743
-165.09973,-1300.1641
-169.4327,-1294.9265
-173.27974,-1291.7069
-176.43942,-1291.462
-179.54063,-1291.4669
-182.96613,-1289.9957
-186.05946,-1290.0063
-193.13875,-1271.571
-198.26886,-1261.8491
-199.93614,-1268.2694
-205.24495,-1257.4332
-208.63992,-1255.5917
-211.92795,-1254.2242
-216.1926,-1248.0009
-218.61697,-1250.812
-222.15134,-1248.0786
-225.3538,-1246.9696
-228.32634,-1247.0151
-230.67924,-1250.2935
-233.17409,-1252.8933
-236.37166,-1251.7865
-238.44739,-1256.7278
-240.92245,-1259.5944
-244.83807,-1254.5166
-248.10513,-1252.9541
-251.44379,-1250.9355
-253.32498,-1257.2809
-256.30496,-1257.3529
-258.9291,-1259.5334
-261.0127,-1265.0227
-263.92868,-1265.5759
-263.90506,-1284.3633
-267.86334,-1278.6382
-271.56158,-1274.4017
-272.47934,-1288.0442
-275.44418,-1288.6283
-278.5932,-1287.9929
-281.91754,-1286.142
-285.33707,-1283.571
-288.46515,-1282.9502
-291.5207,-1282.8175
-294.47354,-1283.4152
-297.4607,-1283.7736
-300.35056,-1284.8636
-303.1797,-1286.4452
-305.5077,-1291.9501
-308.35538,-1293.5533
-311.63828,-1291.7191
-314.6707,-1291.8536
-317.55466,-1293.2196
-321.08008,-1289.1932
-324.04718,-1289.8259
-326.76547,-1292.6688
-329.87692,-1292.0828
-333.1976,-1289.5422
-335.6688,-1294.8514
-338.67484,-1295.2579
-341.5302,-1297.1488
-344.39243,-1299.0482
-347.21304,-1301.453
-350.91656,-1294.6989
-354.8071,-1285.5833
-357.83496,-1285.5181
-360.88284,-1285.2134
-363.88657,-1285.3973
-366.89014,-1285.5845
-370.18933,-1282.1426
-373.108,-1283.3022
-376.17972,-1282.5315
-379.5162,-1278.1555
-382.36224,-1280.2802
-385.63763,-1276.4047
-388.7479,-1274.7002
-391.84946,-1273.0037
-395.0625,-1269.4185
-398.01263,-1269.8708
-400.9085,-1271.2753
-403.89062,-1271.2603
-406.85934,-1271.4858
-409.76688,-1272.9032
-412.71585,-1273.6119
-415.58835,-1275.9956
-417.94662,-1290.0074
-421.14615,-1285.8739
-424.07986,-1287.8252
-427.00323,-1290.2738
-430.0429,-1289.7997
-433.16248,-1286.8953
-436.092,-1289.5942
-439.17615,-1287.4265
-442.1976,-1287.211
-445.21182,-1287.2421
-448.19315,-1288.7365
-451.1463,-1291.9489
-454.24548,-1287.8413
-457.22623,-1290.0789
-460.2234,-1291.8376
-463.2228,-1294.0953
-466.2892,-1289.9878
-469.3042,-1290.778
-472.32587,-1290.8389
-475.35345,-1288.22
-478.36948,-1289.2617
-481.39188,-1291.0413
-484.4177,-1291.8491
-487.43185,-1290.4594
-490.43076,-1288.1013
-493.4553,-1288.9153
-496.4936,-1290.4661
-499.43784,-1285.6877
